"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"6AWNIHV8","journalArticle","1998","Cahalan, John C","A PROLEGOMENON TO ANY FUTURE ETHICS OF ABORTION","","","","","","","1998","2022-05-03 14:09:16","2022-05-26 17:40:33","","36","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/T2THBVR6/Cahalan - A PROLEGOMENON TO ANY FUTURE ETHICS OF ABORTION.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VYTKGWV8","journalArticle","1998","Miller, Kevin E","THE ROLE OF MERCY IN A CULTURE OF LIFE: JOHN PAUL II ON CAPITAL PUNISHMENT","","","","","","","1998","2022-05-26 17:19:47","2022-05-26 17:20:32","","37","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/MKNGJ35E/Miller - THE ROLE OF MERCY IN A CULTURE OF LIFE JOHN PAUL .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C5VW3HAM","journalArticle","1998","Bracken, W. Jerome","Is the Early Embryo a Person?","The Linacre Quarterly","","0024-3639, 2050-8549","10.1080/20508549.2001.11877599","http://journals.sagepub.com/doi/10.1080/20508549.2001.11877599","","1998","2022-05-26 17:19:52","2022-05-26 17:20:28","2022-05-26 17:19:52","49-70","","1","68","","Linacre Q","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/lalor/Zotero/storage/EZTKT93V/Bracken - 2001 - Is the Early Embryo a Person.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VNB664FW","journalArticle","1998","de Veber, L L","MERCY KILLING: HISTORY AND MEDICINE","","","","","","","1998","2022-05-03 14:09:50","2022-05-26 17:47:04","","11","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/W94VLQQT/de Veber - MERCY KILLING HISTORY AND MEDICINE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FMHDFJXX","journalArticle","1998","Hunt, John","Perfecting Humankind: A Comparison of Progressive and Nazi Views on Eugenics, Sterilization and Abortion","The Linacre Quarterly","","0024-3639, 2050-8549","10.1080/20508549.1999.11877527","https://www.tandfonline.com/doi/full/10.1080/20508549.1999.11877527","","1998","2022-05-03 14:11:15","2022-05-26 17:47:59","2022-05-26 17:20:01","29-41","","1","66","","The Linacre Quarterly","Perfecting Humankind","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/lalor/Zotero/storage/QHNDDNPS/Hunt - 1999 - Perfecting Humankind A Comparison of Progressive .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ISTJXLZS","journalArticle","1997","Bork, Mary Ellen","WHERE IS THE PRO-LIFE MOVEMENT TODAY?","","","","","","","1997","2022-05-03 14:08:39","2022-05-26 17:52:11","","9","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/5PN5ITSD/Bork - WHERE IS THE PRO-LIFE MOVEMENT TODAY.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4EHG8I9Z","journalArticle","1997","Willke, Barbara","WHY CAN’T WE LOVE THEM BOTH?","","","","","","","1997","2022-05-03 14:07:03","2022-05-26 17:52:17","","16","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/XQLJLBGD/Willke - WHY CAN’T WE LOVE THEM BOTH.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AK9EPG4L","journalArticle","1997","LaMonica, Teresa","ADOPTION: NOT AN EASY OPTION","","","","","","ADOPTION IS A VIABLE OPTION in our society today but one that holds lasting consequences for all those involved in the adoption triad: birth parents, adoptive parents, and the adoptee. One should not underestimate its effect on any of these parties. Like organ transplants, there are definite benefits for the recipient but a high cost to the donor. The act of adoption always exacts a cost from someone. Even in the best scenarios, where there is much preparation and support, there is a process of grieving that must be worked through for all those involved. This article will attempt to dispel some of the commonly held myths about adoption and look at the process through the perspective of each member of the adoption triad.","1997","2022-05-03 15:12:34","2022-05-26 17:42:39","","10","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/NQ88PV9M/LaMonica - ADOPTION NOT AN EASY OPTION.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95JNZP6G","journalArticle","1997","Conley, John J","COHERENCE AND PRIORITY: EVALUATING THE CONSISTENT ETHIC","","","","","","","1997","2022-05-03 14:09:42","2022-05-26 17:43:58","","16","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/J3VXVMN5/Conley - COHERENCE AND PRIORITY EVALUATING THE CONSISTENT .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85N4GP7P","journalArticle","1997","Crosby, John F","THE HUMAN PERSON EXISTS IN FREEDOM UNDER THE TRUTH","","","","","","","1997","2022-05-03 14:09:48","2022-05-26 17:50:33","","11","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/7BDK6TSX/Crosby - THE HUMAN PERSON EXISTS IN FREEDOM UNDER THE TRUTH.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FC4GZYAE","journalArticle","1997","Miller, Kevin E","THE INCOMPATIBILITY OF CONTRACEPTION WITH RESPECT FOR LIFE","","","","","","","1997","2022-05-26 17:21:43","2022-05-26 17:22:56","","46","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/9N67EU9V/Miller - THE INCOMPATIBILITY OF CONTRACEPTION WITH RESPECT .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLCA7KIL","journalArticle","1997","Maloy, J T","MOURNFUL NUMBERS: QUANTITATIVE TOOLS FOR COMBATING THE OVERPOPULATION MYTH","","","","","","","1997","2022-05-03 15:11:47","2022-05-26 17:47:13","","14","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/MU3LIEIL/Maloy - MOURNFUL NUMBERS QUANTITATIVE TOOLS FOR COMBATING.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4WRWQAIK","journalArticle","1997","Klaus, Hanna","THE “MORNING-AFTER PILL”: ANOTHER STEP TOWARDS DEPERSONALIZATION?","","","","","","","1997","2022-05-03 14:12:52","2022-05-26 17:49:42","","5","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/E79ICJPV/Klaus - THE “MORNING-AFTER PILL” ANOTHER STEP TOWARDS DEP.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8Y4B9C6B","journalArticle","1997","Kurz, William S","CATHOLIC RETREAT FOR POST-ABORTION WOMEN AND MEN: RESULTS AND THEOLOGICAL REFLECTIONS","","","","","","","1997","2022-05-03 14:13:08","2022-05-26 17:43:50","","19","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/QST65EBT/Kurz - CATHOLIC RETREAT FOR POST-ABORTION WOMEN AND MEN .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72F5TNP9","journalArticle","1997","Callahan, Sidney","FAITH, SUFFERING, AND THE PROLIFE MOVEMENT","","","","","","","1997","2022-05-03 14:09:21","2022-05-26 17:45:14","","19","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/2NG8SM97/Callahan - FAITH, SUFFERING, AND THE PROLIFE MOVEMENT.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R5UJNRED","journalArticle","1997","LaMonica, Jay","COMPULSORY STERILIZATION, EUTHANASIA, AND PROPAGANDA: THE NAZI EXPERIENCE","","","","","","","1997","2022-05-03 14:12:21","2022-05-26 17:44:06","","11","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/QSA9JR43/LaMonica - COMPULSORY STERILIZATION, EUTHANASIA, AND PROPAGAN.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZJW2F7I2","journalArticle","1997","Hunt, John","ABORTION AND THE NUREMBERG PROSECUTORS: A DEEPER ANALYSIS","","","","","","","1997","2022-05-03 14:11:01","2022-05-26 17:56:03","","13","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/RYNXRA6C/Hunt - •ABORTION AND THE NUREMBERG PROSECUTORS A DEEPER .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4AHQ67KR","journalArticle","1997","Koloze, Jeff","PRINCIPLES OF AMERICAN LIFE: AN ARCHAEOLOGY OF THE VIRUS OF NEGATION OF INALIENABLE RIGHTS AND ITS ANTIDOTE IN AMERICAN LITERATURE","","","","","","","1997","2022-05-03 14:13:01","2022-05-26 17:48:24","","29","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/89ZTVG7G/Koloze - PRINCIPLES OF AMERICAN LIFE AN ARCHAEOLOGY OF THE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CWBHQXSK","journalArticle","1997","Cassidy, Keith","THE ROAD TO ROE: CULTURAL CHANGE AND THE GROWTH OF ACCEPTANCE OF ABORTION PRIOR TO 1973","","","","","","","1997","2022-05-03 14:09:26","2022-05-26 17:51:18","","16","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/TYPSAA95/Cassidy - THE ROAD TO ROE CULTURAL CHANGE AND THE GROWTH OF.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CH9KTMSR","journalArticle","1996","Miller, Kevin E","THE POLITICS OF A CULTURE OF LIFE","","","","","","","1996","2022-05-26 17:24:19","2022-05-26 17:32:17","","19","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/5YHRESWM/Miller - THE POLITICS OF A CULTURE OF LIFE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5H6V2CLW","journalArticle","1996","Hunt, John","Abortion and Nazism: Is there really a connection?","","","","","http://www.uffl.org/vol%206/hunt6.pdf","","1996","2022-05-26 17:24:39","2022-05-26 17:25:34","2022-05-26 17:24:29","","","","","","","","","","","","","","","","","","","","","","","/home/lalor/Zotero/storage/QBEQR57S/hunt6.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LYE2PGZ","journalArticle","1996","Brennan, William","Confronting the language of the culture of death","","","","","http://www.uffl.org/vol%206/brennan6.pdf","","1996","2022-05-26 17:25:44","2022-05-26 17:26:10","2022-05-26 17:24:26","","","","","","","","","","","","","","","","","","","","","","","/home/lalor/Zotero/storage/BY6Z2ND3/brennan6.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P64GFN43","journalArticle","1996","Wilson, Mercedes Arzu","The anti-life family conferences of the united nations","","","","","http://www.uffl.org/vol%206/wilson6.pdf","","1996","2022-05-26 17:26:16","2022-05-26 17:26:42","2022-05-26 17:24:22","","","","","","","","","","","","","","","","","","","","","","","/home/lalor/Zotero/storage/G2ZPJMK6/wilson6.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DZNSUB62","journalArticle","1996","Koloze, Jeff","Breaking the linguistic permafrost of current american anti-life fiction: a guide for students of literature","","","","","http://www.uffl.org/vol%206/koloze6.pdf","","1996","2022-05-26 17:26:52","2022-05-26 17:27:24","2022-05-26 17:24:14","","","","","","","","","","","","","","","","","","","","","","","/home/lalor/Zotero/storage/REW4QIAL/koloze6.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCXDQPEL","journalArticle","1996","Strahan, Thomas W.","Induced abortion as a violation of conscience of the woman","","","","","http://www.uffl.org/vol%206/strahan6.pdf","","1996","2022-05-26 17:27:32","2022-05-26 17:27:59","2022-05-26 17:24:11","","","","","","","","","","","","","","","","","","","","","","","/home/lalor/Zotero/storage/7CYRYL42/strahan6.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WRI287MK","journalArticle","1996","O'Connell, Mary Lee","Sexuality education: developing and implementing a peer program in college residence h alls","","","","","http://www.uffl.org/vol%206/oconnell6.pdf","","1996","2022-05-26 17:28:06","2022-05-26 17:28:38","2022-05-26 17:24:08","","","","","","","","","","","","","","","","","","","","","","","/home/lalor/Zotero/storage/UM88L88B/oconnell6.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZLYI6FMS","journalArticle","1996","Crosby, John F.","The estrangement of persons from their bodies","","","","","http://www.uffl.org/vol%206/crosby6.pdf","","1996","2022-05-26 17:28:43","2022-05-26 17:29:03","2022-05-26 17:24:04","","","","","","","","","","","","","","","","","","","","","","","/home/lalor/Zotero/storage/AICT2EQ4/crosby6.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
